Facebook_page_id , Facebook_page_name , Facebook_category, Internal_use
145567335502018 , wyndham-extra-holidays , brands/travel , facebook
145619362306025 , abb , brands/industrial , facebook
145625958791339 , adventures-by-disney , brands/travel , facebook
145685862213235 , the-ritz-carlton-orlando-grande-lakes , brands/accommodation , facebook
145743278485 , the-peninsula-chicago , brands/accommodation , facebook
145829735440455 , marriott-stanton-south-beach , brands/accommodation , facebook
14591271531 , beck , celebrities/musician , facebook
145919338805118 , the-time-new-york , brands/accommodation , facebook
146175949904 , pittsburgh-steelers , sport/sport-club , facebook
1462345490666865 , paige , celebrities/sport-star , facebook
146261435560 , amawaterways , brands/travel , facebook
146266528735282 , cowboy-magic , brands/household-goods/pets , facebook
146324695389 , sheraton-grand-los-angeles , brands/accommodation , facebook
146381745267 , penn-state , society/education , facebook
146487481057 , vampire-weekend , celebrities/musician , facebook
146556358703720 , maui-tour , brands/travel , facebook
147034165365281 , mission-cooling , brands/sporting-goods , facebook
147099748702463 , hamms-beer , brands/alcohol/beer , facebook
147194858937 , bowflex , brands/sporting-goods , facebook
147262525292598 , sportscenter , entertainment/broadcast-show , facebook
147273911982408 , citibank-us , brands/finance/bank , facebook
147300250962 , long-meadow-ranch-winery-farmstead , brands/alcohol/wine , facebook
147354806202 , captain-morgan , brands/alcohol/spirits , facebook
147379735297567 , kammok , brands/sporting-goods , facebook
147415861937130 , disney-d23 , community/fun , facebook
147421025320529 , lunchables , brands/fmcg-food/confectionery , facebook
147710281999140 , devolver-digital , brands/software/game-developer , facebook
147871371897895 , inspirato , brands/travel , facebook
148037483740 , kris-vallotton , community/religion , facebook
148290391855187 , sol-republic , brands/electronics/audio , facebook
148306605193993 , blue-shield-of-california , brands/finance/insurance , facebook
14866607011 , ne-yo , celebrities/singer , facebook
148666811103 , torrie-wilson , celebrities/fashion-star , facebook
148756364951 , optimum-nutrition , brands/beauty , facebook
148898868968 , aria-resort-casino , brands/gambling , facebook
148926519789 , hershey-bears , sport/sport-club , facebook
148930827579 , the-lion-king-musical , entertainment/event , facebook
149029348202 , shriners-hospitals-for-children , society/ngo , facebook
149113271848604 , firefighter-turnout-bags , brands/sporting-goods , facebook
149126144574 , fox59-news , media/tv-channels , facebook
149131558451356 , nick-swardson , celebrities/actor , facebook
14917350275 , jay-cutler , celebrities/sport-star , facebook
149315535214108 , generations-resorts-by-karisma , brands/accommodation , facebook
149528201765855 , island-of-hawaii-visitors-bureau , place/country , facebook
149534421733097 , b-ocean-resort-fort-lauderdale , brands/accommodation , facebook
149646220009 , landon-donovan , celebrities/sport-star , facebook
14969940796 , reba-mcentire , celebrities/musician , facebook
149775168507044 , colin-kaepernick-fanpage , community/sport-interest , facebook
150024648352527 , nicki-minaj , celebrities/singer , facebook
150047735059458 , teen-wolf , entertainment/broadcast-show , facebook
150138475033514 , dream-yacht-charter , brands/travel , facebook
15014862805 , queens-of-the-stone-age , celebrities/musician , facebook
150451628319155 , don-julio-tequila , brands/alcohol/spirits , facebook
15058392533 , ayn-rand , community/culture , facebook
150788578283969 , a-j-lee , celebrities/sport-star , facebook
150795508293443 , gold-peak-tea , brands/beverages/coffee-tea , facebook
150798058267072 , church-s-chicken , brands/retail-food , facebook
150942321631815 , peter-sommer-travels-expert-led-cultural-tours-and-gulet-cruises , brands/travel , facebook
15106442953 , buffalo-sabres , sport/sport-club , facebook
151082759667 , gojet-airlines , brands/airlines , facebook
151092200743 , james-lankford , society/politics , facebook
151211624898028 , wwe-publishing , media/sports-media , facebook
151262458516 , dollar-general , brands/retail/hypermarkets-supermarkets , ACSIbrands
151328168211058 , ecotech-marine , brands/industrial , facebook
151613311530283 , land-rover , brands/auto , facebook
151661004870208 , mckesson-corporation , brands/healthcare , facebook
151667479116 , fairmont-orchid-hawaii , brands/accommodation , facebook
151682344867318 , hoteltonight , brands/accommodation , facebook
151745408982 , bet-her-tv , media/tv-channels , facebook
151871258163795 , amazon-fashion , brands/ecommerce/e-shop , facebook
152005314855377 , the-ritz-carlton-amelia-island , brands/accommodation , facebook
15240089946 , costco , brands/retail/hypermarkets-supermarkets , ACSIbrands
1524072161215280 , digicel , brands/telecom , facebook
152899633091 , ivivva-by-lululemon , brands/sporting-goods , facebook
15295887490 , alice-in-chains , celebrities/musician , facebook
153053841425746 , ruger , brands/sporting-goods , facebook
153070714755977 , envoy-pilot-recruitment , brands/airlines , facebook
153080620724 , donald-j-trump , society/politics , facebook
15313895735 , train , celebrities/musician , facebook
153394588144960 , chicago-cutlery , brands/home-living/utensils , facebook
15349859252 , primanti-bros , brands/retail-food , facebook
15370150325 , omni-bedford-springs-resort , brands/accommodation , facebook
15381227659 , david-archuleta , celebrities/musician , facebook
154029441277304 , disney-baby , brands/home-living/children , facebook
15408433177 , u-s-department-of-veterans-affairs , society/governmental , facebook
154656530902 , road-id , brands/sporting-goods , facebook
154668990669 , hyatt-regency-clearwater-beach-resort-and-spa , brands/accommodation , facebook
154751984544716 , stella-rosa , brands/alcohol/wine , facebook
15483865491 , al-franken , society/politics , facebook
154880285598 , rancid , celebrities/musician , facebook
154931918010608 , the-inn-at-the-cove , brands/accommodation , facebook
15498816956 , hawaii-forward , place/country , facebook
155005685782 , axon-us , brands/sporting-goods , facebook
155034533624 , michigan-football , sport/sport-club , facebook
155110212591 , all-time-low , celebrities/musician , facebook
155188957880038 , berkley-fishing , brands/sporting-goods , facebook
155219064665 , pierre-garcon , celebrities/sport-star , facebook
155244824599302 , paul-ryan , society/politics , facebook
155266575440 , omni-amelia-island-plantation-resort , brands/accommodation , facebook
155367207873 , assurant , brands/finance/insurance , facebook
155441161150999 , thompson-center , brands/sporting-goods , facebook
15545737965 , new-kids-on-the-block , celebrities/musician , facebook
1556320391336987 , spectrum , brands/telecom , ACSIbrands
15574131770 , the-doctors , entertainment/broadcast-show , facebook
15576613667 , fringe , entertainment/broadcast-show , facebook
155799591184947 , freedompop , brands/telecom , facebook
155869377766434 , nbc-news , media/tv-channels , facebook
15587931299 , seth-godin , celebrities/writer , facebook
155914347788 , fairmont-copley-plaza , brands/accommodation , facebook
156129274416840 , brave , entertainment/film-music-industry/movies , facebook
156180932876 , beretta , brands/sporting-goods , facebook
156195289363 , ram-trucks , brands/auto , facebook
156243231152534 , deshi-besh , brands/ecommerce/e-shop , facebook
156335012322 , postcard-inn-on-the-beach , brands/accommodation , facebook
156528677734123 , ballet-foot-stretch , brands/sporting-goods , facebook
156609937744806 , farberware-cookware , brands/home-living/utensils , facebook
156773665364 , kia-motors-america , brands/auto , ACSIbrands
15686969411 , atlas-shrugged , entertainment/books , facebook
156912340375 , curious-george , entertainment/broadcast-show , facebook
1569490879962536 , sprite , brands/beverages/soft-drink , facebook
15704546335 , fox-news , media/tv-channels , ACSIbrands
157129778818 , boca-raton-resort , brands/accommodation , facebook
157237264334992 , spirit-of-new-york , brands/travel , facebook
157347697612741 , mossy-oak , brands/sporting-goods , facebook
157473084680 , garden-of-life , brands/beauty , facebook
157498561351 , food-lion , brands/retail/hypermarkets-supermarkets , ACSIbrands
15757317405 , michelle-rodriguez , celebrities/actor , facebook
157580850923712 , bi-lo-supersaver , brands/retail/hypermarkets-supermarkets , ACSIbrands
157659711009 , cascade-brewing , brands/alcohol/beer , facebook
157687092983 , today-parents , community/life-style , facebook
157719019022 , we-are-human-angels , entertainment/books , facebook
157726639879 , wsil-news-3 , media/tv-channels , facebook
157897400920491 , roto-grip , brands/sporting-goods , facebook
157913512619 , disney-princess , entertainment/fictional-character , facebook
15817871857 , american-ballet-theatre , place/cultural-center , facebook
158327744441 , el-show-de-piolin , celebrities/broadcast-star , facebook
158468347517152 , intuit-quickbooks , brands/software/programs , facebook
158498753170 , nerf , brands/home-living/toys-games , facebook
158641040833296 , justice , brands/ecommerce/e-shop , facebook
158670710823478 , alfredo-flores , celebrities/artist , facebook
1590877997837487 , swiss-international-air-lines , brands/airlines , facebook
159201851797 , the-limited , brands/fashion/clothing , facebook
159289123153 , michael-bolton , celebrities/musician , facebook
159476197424450 , havoline , brands/auto , facebook
159616034235 , walmart , brands/retail/hypermarkets-supermarkets , ACSIbrands
16000774453 , whitechapel , celebrities/musician , facebook
16001365238 , warheads , brands/fmcg-food/confectionery , facebook
160017855339 , david-and-tamela-mann , celebrities/musician , facebook
16012522629 , american-electric-power-aep , brands/industrial , ACSIbrands
160295827329447 , alps-outdoorz , brands/sporting-goods , facebook
16037737277 , black-enterprise , media/magazines-journals , facebook
160442195927 , karen-civil , celebrities/singer , facebook
160778237346543 , adrian-peterson , celebrities/sport-star , facebook
160854020600816 , waldorf-astoria-orlando , brands/accommodation , facebook
160995133980392 , bb-t , brands/finance/bank , facebook
160997377306776 , band-aid-brand , brands/healthcare , facebook
16100944031 , system-of-a-down , celebrities/musician , facebook
161215620580393 , georgia-bulldogs , sport/sport-club , facebook
161247843901324 , best-western-denver-southwest , brands/accommodation , facebook
161345367216220 , durango-silverton-narrow-gauge-railroad , brands/travel , facebook
161355253917286 , senator-rand-paul , society/politics , facebook
161535053911181 , 2-broke-girls , entertainment/broadcast-show , facebook
161578190565493 , jack-s-abby-craft-lagers , brands/alcohol/beer , facebook
161664855861 , carbon-express-arrows , brands/sporting-goods , facebook
161975953820925 , espn-deportes , media/sports-media , facebook
162080430485941 , nashville-hilton-downtown , brands/accommodation , facebook
162135330474524 , training-mask , brands/sporting-goods , facebook
162245107176 , lisa-raye , celebrities/actor , facebook
162290915432 , access , entertainment/broadcast-show , facebook
1622921711272383 , tissot , brands/fashion/jewelry , facebook
162573130535985 , chicago-fire , entertainment/broadcast-show , facebook
162625492360 , michele-bachmann , society/politics , facebook
162797840436892 , alaska-national-parks , society/governmental , facebook
16289848398 , jovani-fashion , brands/fashion/clothing , facebook
162956811038 , cox , brands/telecom , ACSIbrands
16307558831 , mark-levin , celebrities/writer , facebook
16313679138 , detroit-red-wings , sport/sport-club , facebook
16329389989 , baltimore-orioles , sport/sport-club , facebook
163443780364 , klim , brands/sporting-goods , facebook
163478290365055 , autozone , brands/retail/auto-dealership , facebook
163497464933 , abc-20-20 , entertainment/broadcast-show , facebook
16350961839 , import-tuner-magazine , media/magazines-journals , facebook
16352069036 , mountain-rose-herbs , community/life-style , facebook
163543331932 , kenmore , brands/electronics/appliance , facebook
163568460363631 , freshly-picked , brands/home-living/children , facebook
163908240321887 , u-s-air-force-recruiting , society/governmental , facebook
164004666994498 , suburgatory , entertainment/broadcast-show , facebook
164015542170 , courageous-movie , entertainment/film-music-industry/movies , facebook
164044453660908 , canyon-coolers , brands/sporting-goods , facebook
164420296404 , ucla-athletics , sport/sport-club , facebook
164505093569983 , metlife , brands/finance/insurance , ACSIbrands
164747456822 , life-as-we-know-it , entertainment/film-music-industry/movies , facebook
164825930120 , tiger-woods , celebrities/sport-star , facebook
164910997030997 , bayer , brands/healthcare , facebook
164971330224244 , ace-ventura-pet-detective , entertainment/film-music-industry/movies , facebook
165019906873532 , washington-jefferson-hotel , brands/accommodation , facebook
165048552275 , park-central-hotel-san-francisco , brands/accommodation , facebook
165182046898336 , a-christmas-story , entertainment/film-music-industry/movies , facebook
165297924363 , gary-johnson , society/politics , facebook
16535052652 , joie-de-vivre-hotels , brands/accommodation , facebook
165470373502507 , scotty-mccreery , celebrities/musician , facebook
165476846796617 , weatherby-inc , brands/sporting-goods , facebook
165484636828241 , all-about-jesus-by-haventoday-org , community/hobbies , facebook
165547437444 , band-of-brothers , entertainment/broadcast-show , facebook
16555485460 , dallas-mavericks , sport/sport-club , facebook
165583971161 , abc-7-chicago , media/tv-channels , facebook
1655902584658058 , comcast , brands/telecom , facebook
165605157615 , restrepo , entertainment/film-music-industry/movies , facebook
165640566104 , the-dudesons , entertainment/broadcast-show , facebook
16575770483 , soffe , brands/fashion/clothing , facebook
165781833517817 , roka , brands/sporting-goods , facebook
166016323618 , sucker-punch , entertainment/film-music-industry/movies , facebook
166082193402927 , shark-tank , entertainment/broadcast-show , facebook
166218213404467 , springhill-suites-by-marriott-miami-downtown-medical-center , brands/accommodation , facebook
166269553401926 , us-embassy-koror , society/governmental , facebook
166378326725442 , enve-composites , brands/sporting-goods , facebook
166399866710711 , compass-airlines , brands/airlines , facebook
166555860064503 , hawthorn-suites-by-wyndham , brands/accommodation , facebook
16657934149 , ranger-up-military-and-mma-apparel , brands/fashion/clothing , facebook
166720031891 , keeping-up-with-the-kardashians-on-e , entertainment/broadcast-show , facebook
166805519168 , reed-timmer-extreme-meteorologist , entertainment/broadcast-show , facebook
166819311126 , ge-appliances , brands/electronics/appliance , facebook
167158704505 , jill-scott , celebrities/singer , facebook
167382600337 , tony-awards , entertainment/event , facebook
167555906615100 , the-voice , entertainment/broadcast-show , facebook
167715279925699 , mizuno-running , brands/sporting-goods , facebook
167758496717730 , travelpirates-com , brands/travel , facebook
167825799947596 , hyatt-place , brands/accommodation , facebook
1678614039034310 , ac-hotel-miami-beach , brands/accommodation , facebook
168147733585352 , tap-air-portugal , brands/airlines , facebook
168237246852936 , all-gatlinburg , brands/travel , facebook
168292349244 , regent-seven-seas-cruises , brands/travel , facebook
168342453214799 , publix , brands/retail/hypermarkets-supermarkets , ACSIbrands
168346263056 , grand-wailea-maui-a-waldorf-astoria-resort , brands/accommodation , facebook
168793893272 , grand-geneva-resort-spa , brands/accommodation , facebook
168914433164059 , once-upon-a-time , entertainment/broadcast-show , facebook
169169993165427 , primos-hunting , brands/sporting-goods , facebook
16929140023 , akon , celebrities/singer , facebook
169570467652 , big-boi , celebrities/singer , facebook
169663859478 , morris-the-9lives-cat , brands/household-goods/pets , facebook
169692660051 , mcmenamins-pubs-breweries-historic-hotels , brands/accommodation , facebook
16976521766 , dr-pepper-snapple-group , brands/beverages/soft-drink , ACSIbrands
169890760789 , volkswagen , brands/auto , ACSIbrands
169945647807 , nosler , brands/sporting-goods , facebook
170186992995975 , dealdash , brands/ecommerce/e-shop , facebook
17027909138 , progressive , brands/finance/insurance , ACSIbrands
170314333205 , finis-swimming , brands/sporting-goods , facebook
171048306287865 , tryp-hotel-nyc-times-square-south-by-wyndham , brands/accommodation , facebook
17108852506 , alternet , media/daily-news , facebook
17110490676 , shape , media/magazines-journals , facebook
171439799092 , riddell-sports , brands/sporting-goods , facebook
171577161630 , al-rojo-vivo , entertainment/broadcast-show , facebook
171647026241052 , mediacom , brands/telecom , facebook
171649906349487 , eau-palm-beach-resort-spa , brands/accommodation , facebook
17174318188 , heroes , entertainment/broadcast-show , facebook
17179183149 , the-art-institute-of-chicago , place/cultural-center , facebook
17197422393 , plies , celebrities/singer , facebook
17218400927 , spikeball , brands/sporting-goods , facebook
172384789591 , dentyne , brands/fmcg-food/confectionery , facebook
172492982797198 , longhorn-network , media/tv-channels , facebook
172544804542 , christensen-arms , brands/sporting-goods , facebook
172586709419896 , the-langham-new-york-fifth-avenue , brands/travel , facebook
172686069406 , reunion-resort , brands/accommodation , facebook
172758566125222 , spalding , brands/sporting-goods , facebook
172851536241358 , akzonobel , brands/household-goods/chemicals , facebook
17285322587 , chegg , society/education , facebook
173093076641 , nick-jonas , celebrities/singer , facebook
1730981147142642 , goodyear , brands/auto , facebook
173347701125 , governor-jan-brewer , society/politics , facebook
17342227845 , the-bachelorette , entertainment/broadcast-show , facebook
17359118290 , maddox , celebrities/writer , facebook
173793155340 , conocophillips , brands/industrial , facebook
173952249315916 , sunedison , brands/industrial , facebook
174114115956343 , mizuno-baseball-north-america , brands/sporting-goods , facebook
174331931145 , fox-racing , brands/sporting-goods , facebook
174420392597431 , alex-morgan , celebrities/sport-star , facebook
174509612622399 , girl-skateboards , brands/sporting-goods , facebook
174883497240 , tim-ferriss , celebrities/writer , facebook
174917280644 , see-s-candies , brands/fmcg-food/confectionery , facebook
174971709316 , cigna , brands/finance/insurance , facebook
175043815978954 , liv-cycling , brands/sporting-goods , facebook
175123745870734 , cracker-barrel-old-country-store , brands/retail-food , facebook
17533674381 , ronda-rousey , celebrities/sport-star , facebook
175360442194 , mandarin-oriental-new-york , brands/accommodation , facebook
175461263128 , big-time-rush , celebrities/musician , facebook
175516085907507 , wwe-wrestlemania , entertainment/event , facebook
175624259340 , dj-pauly-d , celebrities/disc-jockey , facebook
175753372496769 , winchester , brands/sporting-goods , facebook
175817209171249 , fb-military-and-veteran-community , society/governmental , facebook
17614953850 , funny-or-die , community/fun , facebook
176428635720061 , surefire-llc , brands/sporting-goods , facebook
176439539034285 , shari-s-berries , brands/ecommerce/e-shop , facebook
17660441606 , 90210 , entertainment/broadcast-show , facebook
176824455678893 , virgin-mobile-usa , brands/telecom , facebook
176971707529 , paizo-inc , brands/software/game-developer , facebook
176995575302 , shel-silverstein , celebrities/writer , facebook
176999148762 , hite-beer-jinro-soju , brands/alcohol/spirits , facebook
177129298989851 , the-north-face-endurance-challenge-series , brands/sporting-goods , facebook
177434265186 , hotel-zaza-houston , brands/accommodation , facebook
177459179245 , eva-longoria-baston , celebrities/actor , facebook
177477184460 , oshkosh-b-gosh , brands/fashion/clothing , facebook
177502013394 , elvis-duran-show , entertainment/broadcast-show , facebook
17786732025 , food-wine , media/magazines-journals , facebook
178054932247225 , asics , brands/sporting-goods , facebook
17850134027 , indian-motorcycle , brands/auto , facebook
178510728863690 , the-st-regis-bal-harbour-resort , brands/accommodation , facebook
17877463756 , verragio-engagement-rings-and-wedding-bands , brands/fashion/jewelry , facebook
178808688856023 , door-county-distillery , brands/alcohol/spirits , facebook
178920601958 , zink-calls , brands/sporting-goods , facebook
179021367734 , hoyt-archery , brands/sporting-goods , facebook
179036435477975 , jaguar , brands/auto , facebook
179262527519 , plano , brands/sporting-goods , facebook
179476775710 , best-western-stovall-s-hotels , brands/accommodation , facebook
179587888720522 , department-of-homeland-security , society/governmental , facebook
179590995428478 , bank-of-america , brands/finance/bank , ACSIbrands
179948425230 , reverend-al-sharpton , society/politics , facebook
18000802685 , team-usa , sport/sport-organization , facebook
180143175668 , asana , brands/software/programs , facebook
180198673340 , amway-us , brands/conglomerate , facebook
180333952565 , pit-bulls-and-parolees , entertainment/broadcast-show , facebook
180338337342 , teen-mom , entertainment/broadcast-show , facebook
180679165368668 , even-hotels , brands/accommodation , facebook
180888767266 , zane , celebrities/writer , facebook
181263578657804 , naish-windsurfing , brands/sporting-goods , facebook
181340148543125 , amerisourcebergen , brands/healthcare , facebook
181612675217139 , go-touch-down-travel-tours , brands/travel , facebook
181658135284 , harlan-coben , celebrities/writer , facebook
181862575167497 , noveske-rifleworks , brands/sporting-goods , facebook
18222514024 , lifehouse , celebrities/musician , facebook
182548895162634 , anchor-brewing-company , brands/alcohol/beer , facebook
182602418456448 , conrad-new-york-downtown , brands/accommodation , facebook
18279403944 , beastie-boys , celebrities/musician , facebook
182837871904247 , reebok-women , brands/sporting-goods , facebook
182919686769 , the-daily-caller , media/daily-news , facebook
183012572802 , four-seasons-resorts-lanai , brands/accommodation , facebook
183345085426828 , big-baller-brand , brands/sporting-goods , facebook
183450098373666 , anheuser-busch , brands/alcohol/beer , facebook
183471153810 , fairmont-grand-del-mar , brands/accommodation , facebook
18351457517 , national-museum-of-american-history , place/cultural-center , facebook
183678731665241 , yeti-cycles , brands/sporting-goods , facebook
183827335100 , cordura-brand-fabric , brands/sporting-goods , facebook
184049470633 , bruce-lee , community/culture , facebook
184075394976974 , lumenok , brands/sporting-goods , facebook
18429207554 , espncricinfo , media/sports-media , facebook
184400184643 , bridgestone-tires , brands/auto , facebook
184408671659016 , orca-coolers , brands/sporting-goods , facebook
184519511584020 , cable-one , brands/telecom , facebook
184537195245 , kong , brands/household-goods/pets , facebook
184548115438 , four-seasons-hotel-silicon-valley-at-east-palo-alto , brands/accommodation , facebook
184634518241956 , yotel-new-york , brands/accommodation , facebook
18465939920 , monica , celebrities/singer , facebook
18468761129 , huffpost , media/daily-news , ACSIbrands
184721814908140 , hart-of-dixie , entertainment/broadcast-show , facebook
18478252282 , martin-lawrence , celebrities/actor , facebook
18479431209 , zagg , brands/ecommerce/e-shop , facebook
18481194560 , kelly-clarkson , celebrities/singer , facebook
185017860012 , kink-bmx , brands/sporting-goods , facebook
18560189277 , the-secret-life-of-the-american-teenager , entertainment/broadcast-show , facebook
185673791486428 , under-armour-football , brands/sporting-goods , facebook
185950250927 , brock-lesnar , celebrities/sport-star , facebook
18595834696 , taco-bell , brands/retail-food , ACSIbrands
186094004741063 , casa-marina-key-west-a-waldorf-astoria-resort , brands/accommodation , facebook
18618646804 , olive-garden , brands/retail-food , ACSIbrands
186261936861 , ray-rice , celebrities/sport-star , facebook
186734990889 , secretariat , entertainment/film-music-industry/movies , facebook
186754246698 , okuma-fishing-usa , brands/sporting-goods , facebook
187048148005386 , roadtrippers , brands/travel , facebook
18712727814 , kcrw , media/radio-media , facebook
187265911355249 , avian-x , brands/sporting-goods , facebook
187737603467 , walter-payton , celebrities/sport-star , facebook
18783176937 , ef-tours , brands/travel , facebook
188146752288 , surf-and-sand-resort , brands/accommodation , facebook
188183079039 , tacori , brands/fashion/jewelry , facebook
188218817893319 , neora , brands/beauty , facebook
188475844536811 , hyatt-regency-tamaya , brands/accommodation , facebook
188622516850 , gregg-braden , celebrities/writer , facebook
188675937826233 , green-bay-packers-superbowl-xlv-2011-champions , community/sport-interest , facebook
189124004441511 , homeland-on-showtime , entertainment/broadcast-show , facebook
189257844446264 , bell-s-brewery , brands/alcohol/beer , facebook
189453777761418 , teespring , brands/ecommerce/crowdfunding , facebook
189471522698 , kingsley , entertainment/online-show , facebook
189572311054225 , ravn-alaska , brands/airlines , facebook
189599620106 , hyatt-regency-coconut-point-resort-spa , brands/accommodation , facebook
189637017728214 , big-storm-brewing-co , brands/alcohol/beer , facebook
189691427770273 , big-game-logic , brands/software/programs , facebook
18974623008 , underoath , celebrities/musician , facebook
18977524443 , lebowski-fest , entertainment/event , facebook
189777398751 , tyra-banks , celebrities/fashion-star , facebook
18982436812 , aclu , society/ngo , facebook
189834704055 , the-omni-homestead-resort , brands/accommodation , facebook
189859875931 , burton-snowboards , brands/sporting-goods , facebook
190020121053444 , coast-gateway-hotel , brands/accommodation , facebook
190052487513 , jim-rome , celebrities/broadcast-star , facebook
190063684367149 , stopbullying-gov , society/governmental , facebook
190287066952 , carmel-valley-ranch , brands/accommodation , facebook
190377228672 , i-love-my-dog , community/hobbies , facebook
190558433385 , ray-william-johnson , celebrities/artist , facebook
19058419696 , pantera , celebrities/musician , facebook
190596327638991 , advanced-elements , brands/sporting-goods , facebook
190899984284278 , bloch-dance-usa , brands/sporting-goods , facebook
190908693123 , argo-group , brands/finance/insurance , facebook
19098264144 , five-finger-death-punch , celebrities/musician , facebook
19098697540 , yagami-light , entertainment/fictional-character , facebook
191039704251303 , banded-nation , brands/sporting-goods , facebook
191415437539091 , west-virginia-state-police , society/governmental , facebook
191725960646 , hilton-waikoloa-village , brands/accommodation , facebook
191810904195780 , go-coast-guard , society/governmental , facebook
19182454196 , newt-gingrich , society/politics , facebook
191979232143 , azamara-club-cruises , brands/travel , facebook
19203078706 , spyderco , brands/sporting-goods , facebook
192081037473294 , carlo-s-bakery , brands/retail-food , facebook
192267010800640 , dishlatino , brands/telecom , facebook
19266902926 , never-shout-never , celebrities/musician , facebook
192761551192 , reggie-bush , celebrities/sport-star , facebook
19278722584 , florida-international-university , society/education , facebook
192875300888 , hyatt-regency-huntington-beach , brands/accommodation , facebook
19292868552 , facebook-for-developers , media/social-media , facebook
193023956483 , the-geico-gecko , brands/finance/insurance , facebook
193096480009 , smoky-mountain-christian , brands/accommodation , facebook
193269127750 , mauisails-hawaii , brands/sporting-goods , facebook
193517367330774 , g-loomis , brands/sporting-goods , facebook
193761407311202 , litespeed-bicycles , brands/sporting-goods , facebook
19387377544 , the-animal-rescue-site , society/ngo , facebook
193943499185 , americanmuscle-com , brands/auto , facebook
194041840229 , moana-surfrider-a-westin-resort-spa , brands/accommodation , facebook
194163523935606 , badlands , brands/sporting-goods , facebook
194228567357553 , the-ritz-carlton-hong-kong , brands/accommodation , facebook
194411769026 , lil-jon , celebrities/musician , facebook
19448909409 , vanderbilt-athletics , sport/sport-club , facebook
194518436675 , ross-simons-jewelry , brands/fashion/jewelry , facebook
194822060923 , blake-griffin , celebrities/sport-star , facebook
195044783845068 , the-ritz-carlton-bachelor-gulch , brands/accommodation , facebook
195087762600 , shangy-s-the-beer-authority , brands/alcohol/beer , facebook
195386987155757 , stren , brands/sporting-goods , facebook
195559867134910 , arco , brands/industrial , facebook
195606927160806 , hookgrip , brands/sporting-goods , facebook
19564567448 , mathworks , brands/software/programs , facebook
195948017517 , alabama-crimson-tide-bcs-bowl-game-information , sport/sport-club , facebook
19614945368 , taylor-swift , celebrities/singer , facebook
196174093744642 , whataburger , brands/retail-food , facebook
196312131222 , sylvia-browne-group , celebrities/broadcast-star , facebook
196377103768580 , kimber , brands/sporting-goods , facebook
19654668286 , great-american-country , media/tv-channels , facebook
19669729688 , jesse-mccartney , celebrities/singer , facebook
196745970337755 , american-top-40 , media/radio-media , facebook
19675583525 , atreyu , celebrities/musician , facebook
19691681472 , michael-jackson , celebrities/singer , facebook
19703580904 , tom-petty-and-the-heartbreakers , celebrities/musician , facebook
197052454200 , toyota-usa , brands/auto , ACSIbrands
197118611118 , profile-design , brands/sporting-goods , facebook
197456793639079 , penn-fishing , brands/sporting-goods , facebook
19748898807 , praise-pictures , entertainment/film-music-industry/production-companies , facebook
197585835594 , foreigner , celebrities/musician , facebook
19787971220 , nine-inch-nails , celebrities/musician , facebook
19788524059 , princess-cruises , brands/travel , facebook
19814903445 , a-day-to-remember , celebrities/musician , facebook
19827608162 , real-simple , media/magazines-journals , facebook
198332310181401 , ultimate-direction , brands/sporting-goods , facebook
198333355974 , keurig , brands/electronics/appliance , facebook
19852287980 , hollywood-undead , celebrities/musician , facebook
19886835651 , alternative-press , media/magazines-journals , facebook
198875903295 , trek-bicycle , brands/sporting-goods , facebook
19919948867 , the-tabernacle-choir , community/religion , facebook
199297550244 , gci , brands/telecom , facebook
199459463461557 , millercoors , brands/alcohol/beer , ACSIbrands
199504650087085 , united , brands/airlines , ACSIbrands
19987834992 , hilary-duff , celebrities/singer , facebook
199928852452 , men-s-wearhouse , brands/retail/fashion-retailers , facebook
200060813363243 , american-horror-story , entertainment/broadcast-show , facebook
20025344225 , vibram-fivefingers , brands/sporting-goods , facebook
200409526638449 , johnny-jet , brands/travel , facebook
200484076663608 , buck-knives , brands/sporting-goods , facebook
200563560724 , david-e-talbert , celebrities/artist , facebook
200593003321371 , monday-night-brewing , brands/alcohol/beer , facebook
200673103280250 , magic-johnson , celebrities/sport-star , facebook
200745346662360 , tenzing-outdoors , brands/sporting-goods , facebook
20092504125 , tom-waits , celebrities/musician , facebook
200925806590732 , square , brands/software/programs , facebook
201004783261088 , the-ritz-carlton-reynolds-lake-oconee , brands/accommodation , facebook
20105631149 , houston-dynamo , sport/sport-club , facebook
201457416583482 , orbitel , brands/telecom , facebook
201513676567490 , the-ritz-carlton-new-orleans , brands/accommodation , facebook
201798422448 , mike-the-situation , celebrities/broadcast-star , facebook
201881730533 , johnson-s-baby , brands/beauty , facebook
201925469848483 , arian-foster , celebrities/sport-star , facebook
202050403164560 , kay-jewelers , brands/fashion/jewelry , facebook
202057661540 , four-seasons-hotel-st-louis , brands/accommodation , facebook
202144906511521 , nylo-hotels , brands/accommodation , facebook
202273991423 , art-com , brands/ecommerce/e-shop , facebook
20234769827 , lou-malnati-s , brands/retail-food , facebook
202624934169 , beverly-wilshire-beverly-hills-a-four-seasons-hotel , brands/accommodation , facebook
202721593108852 , rebel-lure-company , brands/sporting-goods , facebook
20281766647 , coachella , entertainment/event , facebook
202941106627 , clam-outdoors , brands/sporting-goods , facebook
20307477656 , friday-night-lights , entertainment/broadcast-show , facebook
203315573018034 , oasis-hotels-resorts , brands/accommodation , facebook
