Facebook_ID , Facebook_Name
101616856688 , Subaru
90671958533 , Lexus (Toyota)
169890760789 , Volkswagen
75764238259 , Buick (GM)
107926874274 , Honda (Honda)
197052454200 , Toyota (Toyota)
77589292295 , Chevrolet (GM)
5353808700 , GMC (GM)
8103318119 , Target
156773665364 , Kia
7737305975 , Chrysler (Chrysler)
22166130048 , Ford (Ford)
192381083777 , Hyundai
238312155374 , Nissan
22893372268 , BMW
95690769922 , Cadillac (GM)
337363685362 , Mazda
96585976469 , Audi
117497138610 , Walgreens
7037526514 , Jeep (Chrysler)
7346304223 , Dodge (Chrysler)
85299287409 , Acura (Honda)
152290218141343 , Whirlpool
365392498001 , Electrolux
138602119541424 , General Electric
92979593115 , CVS Caremark
214344758576590 , Acer
393364824033060 , Dell
174259145987694 , Toshiba
191187460289 , Hewlett-Packard
355123234584843 , VF
95181800661 , Levi Strauss
92645906441 , Hanesbrands
15087023444 , Nike
182162001806727 , Adidas (includes Reebok)
199459463461557 , MillerCoors
439382756092669 , Anheuser-Busch InBev
263814699291 , H.J. Heinz
108381603303 , Hershey
211095382256023 , Mars
113645311974 , Nestl_
15240089946 , Costco
58028250774 , Quaker (PepsiCo)
56805881344 , Kraft
124728879505 , Campbell Soup
129945096760 , Dole
126016648090 , ConAgra
104826099548826 , Hillshire Brands
35321242383 , Kellogg
205200659535460 , Tyson
79775744089 , L Brands
271902080532 , Clorox
210735655688183 , Colgate-Palmolive
9924322884 , Procter & Gamble
110666905614083 , Dial
134705859885321 , Unilever
820882001277849 , Coca-Cola
260431051694 , PepsiCo
16976521766 , Dr Pepper Snapple
9122810019 , Barnes & Noble
152431441489088 , Citigroup
11465191261 , JPMorgan Chase
152789358067261 , Wells Fargo
179590995428478 , Bank of America
12854644836 , Nordstrom
153542981344073 , Bed Bath & Beyond
1396450970569871 , UnitedHealth
101432317199 , Blue Cross and Blue Shield
1402399249988974 , Aetna
325258190922530 , Prudential
113373749451 , New York Life
164505093569983 , MetLife
214145243182 , BJ's Wholesale Club
99909082931 , Northwestern Mutual
80593611889 , State Farm
50138985328 , Allstate
117923064901692 , Farmers
7753384227 , GEICO
17027909138 , Progressive
84398256230 , Lowe's
59062845587 , Charles Schwab
9132102354 , E*Trade
241760048297 , Fidelity
323110354399964 , TD Ameritrade
77978885595 , PetSmart
223700263326 , Hill's Pet Nutrition (Colgate-Palmolive)
308799885453 , Iams (Procter & Gamble)
136818983856 , Nestl_ Purina PetCare
123118179545 , Ask.com
53475637527 , Talking Stick Resort Arena
20582642681 , Sam's Club
105014211842 , JetBlue
6806028948 , Southwest
28488837485 , Alaska
125472670805257 , Delta
7003656077 , American
53960272605 , Allegiant
199504650087085 , United
103386926699 , Frontier
125762892900 , Hilton
126851494019482 , Hyatt
341984025882724 , Marriott
90015535776 , InterContinental
96392828964 , La Quinta
7679249105 , Starwood
66499758370 , Best Western
81862836665 , Staples
45496659568 , Choice
243627535725776 , Wyndham
72935638614 , Motel 6
64067037679 , Expedia
123032162727 , Orbitz
188195410030 , Priceline
83669531845 , Travelocity
147164729108199 , About.com
7351991185 , Answers.com
64855276180 , EchoStar
45839622981 , Ford Lincoln
7366200613 , MySpace
129819681534 , Sara Lee Desserts
61494007098 , Office Depot
83801536288 , TJX
12699262021 , Best Buy
151946468186599 , Big Lots
110455108974424 , GameStop
106485550030 , Home Depot
14856729724 , Gap
117382044987639 , Wegmans
238303307438 , H-E-B
168342453214799 , Publix
148714060068 , Dillard's
218299471593750 , ALDI
24922591487 , Whole Foods
157580850923712 , BI-LO (includes Winn-Dixie)
157498561351 , "Delhaize America (Food Lion
81828647162 , ShopRite
78143372410 , Safeway
185448446178 , SUPERVALU
17648521247 , Kohl's
105371386162705 , Albertsons
51658979868 , "Ahold USA (Stop & Shop
21601839939 , Giant Eagle
9465008123 , Amazon
475822799216240 , Netflix
5585759167 , Newegg
185499393135 , eBay
8625520535 , Overstock
14652588190 , Touchstone Energy
90632172228 , Atmos Energy
281259951921376 , Sempra Energy
307711312635531 , CenterPoint Energy
102621172007 , Dollar Tree
84420741464 , DTE Energy
344175515603105 , Southern Company
109821905760376 , PPL
1411537469104352 , NiSource
16012522629 , American Electric Power
702317053131576 , Duke Energy
84611990747 , Ameren
63445693036 , Macy's
143397592390989 , Entergy
323814010133 , NextEra Energy
130112937326 , Xcel Energy
288703684528161 , FirstEnergy
1452686498310792 , Northeast Utilities
141499489212140 , PG&E
375984579132651 , Public Service Enterprise Group
101306095226 , Joel Osteen Ministries
81221197163 , Cristiano Ronaldo
153080620724 , Donald J. Trump
135158248503 , Esporte Interativo
117394281646 , MTV Roadies
52472954880 , Mario Teguh
110329429014529 , Dios Es Bueno!
22067606728 , Allen West
176063032413299 , Leo Messi
7175346442 , WWE
7331091005 , Bleacher Report
104266592953439 , ESPN
10376464573 , Lady Gaga
148456285190063 , Neymar Jr.
406433779383 , Dwayne The Rock Johnson
68680511262 , NFL
87545580838 , C5N
12566691349 , Today Show
89743390101 , MTV India
110475388978628 , The Walking Dead
165583971161 , ABC 7 Chicago
449082841792177 , Amitabh Bachchan
138432502881936 , Fenerbahçe
106843036179 , Entertainment Tonight
131459315949 , CBS News
889307941125736 , Hillary Clinton
8245623462 , NBA
87046278487 , PASTOR E. A. ADEBOYE
10643211755 , NPR
291729159657 , WEREVERTUMORRO
61205706958 , Cheech and Chong
291824160232 , Pretty Little Liars
49581355512 , Ludacris
118526656660 , America's Funniest Home Videos
5027904559 , Shakira
56641053286 , Nancy Grace
121492378267 , Tyler Perry
10606591490 , TIME
9899376497 , John Cena - WWE Universe
121994582490 , KORAN FESBUK
12138756141 , Wiz Khalifa
64822581025 , Rafa Nadal
81147439122 , Zoom TV
10513336322 , The Guardian
9335481377 , 6abc Action News
58030216110 , Last Child
102289881164 , Amr Khaled
243595811313 , Bolalob
49940376408 , MSN
225689609909 , PERSIB ONLINE
123984435600 , American Idol
100827133412869 , Jason Statham
165310523509773 , PlayUp Cricket
142523572511686 , Ronaldinho Gaúcho
284300559123 , Miami Heat
8214706739 , Dancing with the Stars
116397088405021 , PerezHilton.com
144080752281662 , FC Barcelona Fans Club
115401215190141 , UOL Esporte
7724542745 , Manchester United
26781952138 , The Times of India
106464276401 , Bollywood
107120516010831 , Cauet
5996048750 , El Nuevo Dia
127002740703981 , ??? ??? ?????
344128252278047 , Sachin Tendulkar
42324160403 , BET
146595108732526 , Galatasaray
160729029892 , Al Jazeera Channel - ???? ???????
61652252465 , NHL
89613772643 , CNN en Español
32724449308 , CHAYANNE
17263386635 , Chocolatos
72947896764 , Smosh
190558433385 , Ray William Johnson
84218631570 , David Beckham
65920772679 , Maria Sharapova
195478777139125 , Rahul Makin
64637653943 , LeBron James
27682782579 , Aaj Tak
81267402683 , Cules de FC Barcelona
122908054392375 , Star Trek
114547457642 , Yamaha Motor Indonesia
109597815616 , VEJA
18793419640 , CNN International
22943058033 , Channel V India
213296157867 , STAR Plus
106357469967 , The Vampire Diaries
208319212516978 , NOS
113962087301 , Khloe Kardashian
64760994940 , Roger Federer
180462727200 , Claudia Leitte
14226545351 , Red Bull
108038612554992 , Americans Against the Tea Party
9124187907 , U.S. Senator Bernie Sanders
20534666726 , Food Network
11784025953 , Disney
282681245570 , Top Gear
552825254796051 , Mesut Özil
239409293536 , I <3 Basketball
8656712637 , Mustafa Hosny
44770548908 , Dr. Phil
11777366210 , Paulo Coelho
28940545600 , Beyoncé
74133697733 , Game of Thrones
10092511675 , Rihanna
110096398267 , Club América
287733487906400 , A relationship is not a test so why cheat?
5769333796 , 50 Cent
118951846978 , Hot Topic
13065625020 , Zoosk
175807659127435 , Almogaz | ??????
99881661864 , Telemundo
11081890741 , Disneyland
25604775729 , Bild
100787839962234 , Saina Nehwal
74758790293 , Fox 8 News
105479482835768 , Goodluck Jonathan
7382473689 , Al Jazeera English
131819213529050 , College GameDay
18493706927 , I Love Being Black
21164211233 , PERSIB Bandung
23790541544 , Democrats
6124173892 , slank
212504785715 , Sport Lisboa e Benfica
156794164312 , Harry Potter
46299886275 , UFC
134904013188254 , Borussia Dortmund
121195131261394 , New Orleans Saints
118813026189 , Kourtney Kardashian
66435815451 , Anne Rice
30530605658 , Chicago Cubs
10584534401 , Madonna
110144439635 , TERIMA KASIH IBU
109723915727749 , BlackBerry
75932763901 , InTouch Weekly
124955570892789 , Bernie Sanders
104854386217534 , A que Goku tienes mas fans que Justin bieber
113791238657176 , ???? ???????  Al Arabiya
6067784583 , Carnival Cruise Line
118336011559237 , Pyar Ki Yeh Ek Kahani
14658017449 , Secret Story
25902406772 , CBS Sports
190377228672 , I Love My Dog
28896995501 , Tattoos by myttoos.com
25499962056 , ShutUpImTalking.com
19387377544 , The Animal Rescue Site
141973839152649 , FC Bayern München
47683835652 , 9XM
112638779551 , FOX Sports
119089757137 , Chivas
261248243937 , Bingo Island
17614953850 , Funny Or Die
17171146143 , Abhisit Vejjajiva
194515064340 , Axe Angels club
42693447371 , New England Patriots
104988617312 , Paula White-Cain
291202364354 , "KATA-KATA HIKMAH"
75529708755 , EA SPORTS Madden NFL
106957584526 , Lord Ganesha
22931869481 , Lennar
161367337249459 , Novak Djokovic
113234875368553 , Lee Minho (???)
105590939487217 , Adieu le passé,bonjour le présent, et vive l'avenir !¸.•????????
7031980763 , Bindass
49002128533 , KILLING ME INSIDE
102381354573 , Washington Redskins
36400348187 , Glenn Beck
113346892011731 , MB
17774451468 , Mr. Bean
89033370735 , E! Online
92727749188 , Shaadi.com
96943760335 , Nikki Sixx
10212595263 , Metallica
11071120908 , Australia.com
167405083895 , Antalya
124281667585509 , ????? ? ?????
67920382572 , Liverpool FC
6885814958 , Lil Wayne
61186232920 , Wapa TV
132609463487057 , Lewis Hamilton
59109969606 , WBFF FOX 45
144917055340 , LA Lakers
8584479036 , FC Schalke 04
50806422841 , Atlanta Falcons
218735715310 , TIMES NOW
161564697227628 , Snoopy
87842287476 , YOGYAKARTA
146266528735282 , Cowboy Magic
113208373525 , Paris Hilton
15526475270 , Dexter
5677948463 , Larry The Cable Guy
48706027438 , Slash
24723976887 , ADN
95242447553 , N24
106917292698829 , Waka Flocka Flame
140737019293770 , God
90692553761 , Morning Joe
352166674309 , ????? ?? ??????????
8376212628 , Gawker
120163518021430 , Philadelphia Eagles
31732483895 , The Tonight Show Starring Jimmy Fallon
147054831936 , A.C. Milan
126696876138 , Bleib geschmeidig
16814976965 , Andy Murray
87775798898 , AC. Milan (Milanisti Indonesia)
81356739217 , Pastor Cash Luna
286845273454 , New York Giants
10646929759 , America's Got Talent
100834231907 , Tosh.0
207108197412 , AMC Theatres
326971266226 , Alessandro Del Piero
20242388857 , Usain Bolt
7659317484 , Pearl Jam
21531809863 , Criminal Minds
202560057443 , Promi Big Brother
7609659629 , The Bad Girls Club
151813304787 , AnImE lOvEr
90091503815 , 678
140558882651715 , Terrell Suggs
115332218480574 , Club Alianza Lima
6485616297 , BabyCenter
370174424170 , NFL Network
22561081832 , National Rifle Association
316489315054055 , A Mighty Girl
98534165717 , Gibson
113784919914 , Disney
190313434323691 , Indian Cricket Team
69983322463 , Ted Cruz
103038579756089 , ESPN First Take
14425952749 , The Hollywood Reporter
140216402663925 , Emma Watson
47657117525 , Golden State Warriors
173871012649507 , All Football Goals
13732078764 , Pittsburgh Penguins
127860300052 , Victorious
100818332595 , musica.com
149126144574 , Fox 59 WXIN Indianapolis
207770190801 , Judge Andrew Napolitano
73855584817 , Vodafone Zoozoos
211358470978 , Manoto TV
121936437840909 , 24sata
82061850555 , League of Legends
148775728483392 , A Fazenda
150312925065096 , Rede Globo
10705539669 , The Game
38122663867 , Our Mother of Perpetual Help
53828014368 , WBNS-10TV - Columbus, Ohio
8379409836 , Charlie Hunnam Fans
6250307292 , Washington Post
90240021027 , NBC LA
10150103648235105 , Simon Desue
116842969002 , Prince Royce
105924042772461 , KHQ Local News
75427401189 , Rob Dyrdek
382355050831 , Victoria Justice
26517549308 , Days of our Lives
152138396746 , Alodia Gosiengfiao
22511018923 , Jenni Rivera
175991146010 , No oficial: Selección Chilena
34366716606 , Tech N9ne
162573130535985 , Chicago Fire
195991608810 , Allstar Weekend
20446254070 , Business Insider
13909772021 , Porta
119410741469917 , DFB-Team (Die Mannschaft)
155278376297 , Sin Codificar
118843008896 , Canal Football Club
122338327152 , Angel Kowts
24641612604 , Georgetown Cupcake
126456347482147 , Shaquille O' Neal
8938856246 , Michael Phelps
408250066356 , Bill O'Reilly
102099700555 , Bride Group
304981108326 , Join the Coffee Party Movement
9362894798 , Ohio State Buckeyes
72063929429 , Creflo A. Dollar
69025400418 , Kobe Bryant
146175949904 , The Pittsburgh Steelers
64212309472 , Big Brother
53498462073 , Marcos Witt
158809272361 , Pepsi
113888165320453 , Christina Grimmie
139317666122299 , ???? ?????
17831210676 , Perspolis
74420434116 , HSV
17197422393 , Plies
189649431047655 , Ana Maria Braga
39399781765 , Boston Red Sox
16307558831 , Mark Levin
9193179986 , Machinima
438134420337 , Maa Vaishno Devi
351687753504 , Tottenham Hotspur
269123710083 , Michelle Malkin
127494713927669 , Nitto Tire
111932548870206 , Modern Vintage Boutique
259955926518 , Univision
42549466543 , Bret Michaels
200060813363243 , American Horror Story
12626353545 , Tiësto
127031120644257 , Doctor Who
102470493134142 , Joseph Prince
180888767266 , Zane
50605885858 , ARAYA A. HARGATE
138342286342525 , Roman Reigns
59261801728 , RuneScape
15253175252 , Coldplay
139594698297 , PSG - Paris Saint-Germain
50043151918 , GoPro
72354825204 , Bob Harper
120471101332984 , Percy Jackson
75155261177 , ABC 33/40
133691530109 , Indianapolis Colts
35951776207 , Tootsie Roll
120745732681 , Ivanka Trump
22577904575 , FRIENDS (TV Show)
180338337342 , Teen Mom
130459710303842 , Akhbarak.net
133384448418 , i like my music LOUD
8096719628 , Unofficial: Al Ahly
11373923372 , The Kansas City Chiefs
127882247420 , Jillian Michaels
39523792780 , New York Yankees
188355460514 , Capitalism
25987609066 , The Rachel Maddow Show
225079981054 , It was just a dream. Dammit.
10901008068 , Guns N' Roses
113688237747 , Dr. Karen Becker
150354326163 , Proud to be an American
24609282673 , Family Guy
17382788643 , SID
6278093869 , Dr Pepper
35071097830 , Atlanta Braves
209118161295 , The Annoying Orange
123521044324584 , BANU AVAR
6499393458 , Alex Jones
15925638948 , IMDb
120859921174 , Movie Talkies
21543405100 , Chick-fil-A
69813760388 , Sean Hannity
142237522483061 , HLN News Now
38427060266 , J-Rocks
55488229036 , Jesus Adrian Romero
53587699329 , NBC Connecticut
208412855942 , Banda El Recodo
173347701125 , Governor Jan Brewer
7328265549 , John Boehner
104137579724283 , Arrow
104698228576 , Paula Deen
45084588507 , Los Angeles Dodgers
177502013394 , Elvis Duran Show
5862253001 , Josh Groban
114696805612 , Kim Kardashian West
142721405740776 , Arda Turan
135748000675 , Bath & Body Works
70070202017 , Lane Bryant
121716767867588 , AXE ID
112852666874 , San Francisco 49ers
51500251811 , Arby's
104812021201 , Project Runway
252352771394 , Indian Air Force Fans
10081584315 , Betty Crocker
52712087998 , SRIWIJAYA FC
47231215546 , Monica Belluci
50812608637 , Castle
14185406833 , Serena Williams
115689108495633 , Cristina Fernandez de Kirchner
26069165235 , Dante Gebel
40796308305 , Coca-Cola
207150970887 , Top Rank Manny Pacquiao Fan Page
22653382339 , Televisa Deportes
53192433892 , La Fouine
138011799033 , World of Warcraft
26676834754 , Extra
67496419489 , Kolkata Knight Riders
105234625582 , Tata Docomo
43659862830 , Roland Martin
140858439260130 , Cadbury Celebrations
130577231135 , Modern Family
181761508509973 , Bien CTM
61962206049 , Hallmark Channel USA
85431167421 , Dale Earnhardt Jr.
9095464410 , Surfer Girl
81781281654 , Kevin Durant
13892765435 , GameSpot
38905102548 , X-Play
136166399746543 , AGNEZ MO
30000995170 , Alex Campos
110770398831 , ARMADA
294260637288 , Dainik Bhaskar
29687767833 , Black Veil Brides
7807422276 , How I Met Your Mother
46472432035 , WAVY TV 10
191211482752 , XL Rame
7224956785 , Samsung Mobile USA
7010901522 , FOX6 News Milwaukee
21278871488 , Mountain Dew
139619776061785 , Gronkh
18560189277 , The Secret Life of the American Teenager
198358615428 , Mumbai Indians
10117648713 , Randy Orton
80329313253 , Boo
175624259340 , DJ Pauly D
6002238585 , Discovery
28627688223 , MythBusters
12301006942 , Democratic Party
24098842630 , Fast & Furious
31695961025 , Impact Wrestling
454972255187 , Maná
21793473043 , PIRRY
7642198065 , SV Werder Bremen
122034670004 , Jimmie Johnson
130096562306 , Digicel
162104552518 , Zoo World
155034533624 , Michigan Football
15186429446 , Wisin & Yandel
51926382304 , Derrick Rose
16313679138 , Detroit Red Wings
105931447503 , Azer Bülbül
153343621397624 , Christina Milian
126040100753018 , Arti Sahabat
355399416426 , chivas de corazon
310037852927 , CHIQ
7397061762 , BBC Radio 1
89749451775 , Nickelodeon
16101972455 , Britain's Got Talent
18478252282 , Martin Lawrence
18481194560 , Kelly Clarkson
7608631709 , House
246032849856 , ??????? Pet info
20143593282 , Akshay Kumar
37510781596 , Yahoo Sports
53564822412 , Ghost Adventures
27994914806 , Jamie Oliver
5764270741 , Miranda Lambert
64240976480 , WTOL NEWS 11
7619396355 , David Guetta
119757088035616 , Lukas Podolski
62506571116 , Julian Lennon
115633447771 , EMP
155669083273 , Walt Disney World
107460655948318 , FreeFlys
13940235477 , SparkPeople.com
96322158858 , Sami Slimani
26748225422 , Megan Fox
22707976849 , Intel
65995124810 , JCLU Forever
182249954768 , SEAL Of Honor
15690358731 , Wimbledon
21744379694 , Tony Hawk
7935724100 , The Bold and the Beautiful
90440037279 , EA SPORTS NCAA Football
127261850631775 , Algeria forever
119584301405368 , Alberto
96039300768 , Sexion D'Assaut
23749487160 , Hollyoaks
76891161133 , Airsoft GI
119105629988 , United States Air Force
161369877198 , Alejandro Fernández
140145138702 , Kotex México
120791238003536 , Morgan Freeman
114802565439 , I Love Delhi
39734800649 , Georges St-Pierre
75831650585 , Fox 13 News
263870783641395 , Disney Channel
182736663312 , Paul McCartney
82481248730 , General Hospital
107637365950776 , 9 News
173816173483 , ????? ???????
6181619439 , The Denver Post
63294986181 , Parents Magazine
147632815308858 , Woolworths
53024652406 , Excision
43015918590 , Bethenny Frankel
144603945583491 , Switched at Birth
23063160130 , Otep
216522656357 , SoleSickness.com
70258670178 , JLS
6815841748 , Barack Obama
5975759948 , Cracked.com
44053938557 , U.S. Army
160328526481 , ABC30 Action News
102891305902 , Kai Pflaume
90338070683 , Chip Coffey - Psychic and Medium
49362621100 , Madame Buzz
31875363358 , Kottonmouth Kings
127780675314 , The Young and the Restless
120096961366582 , ARTI SAHABAT
112463368812803 , Tesco
103731823003182 , A LOVE STORY QOUTES
25975147278 , mc chris
262155953790 , ANC 24/7
51620603446 , LEX 18
91686597689 , NBC DFW
48129544153 , KiddNation
107902162570637 , 1. FC Köln
202138525014 , HBO India
112585963017 , Sporting News
18429207554 , ESPNcricinfo
25498833315 , Armin van Buuren
119068338119500 , OWN: Oprah Winfrey Network
60237406798 , WLOS ABC 13
75262680860 , KOKH FOX 25 News, Oklahoma
122869907730199 , Lil B "THE BASEDGOD"
126873054519 , MapleStory
104513569620273 , The X Factor (USA)
106628409154 , The Cheesecake Factory
113735558483 , St. Louis Rams
254160188123 , Camila México
29092950651 , TED
113220942069573 , Capital FM
25781101980 , San Antonio Spurs
90916704593 , Anime
134393858923 , La Academia
46440585142 , Maxim
19787703062 , Save the Tiger
169383494938 , BBC EastEnders
238730370891 , The Official Marvin Sapp Page
8779632721 , Baskin-Robbins
80221381134 , WXYZ-TV Channel 7
28948466501 , YouVersion
53754642881 , Michelle Phan
96623207231 , NBC10 Philadelphia
114250430692 , Jane Velez-Mitchell
18896605940 , Amman
8059908374 , Animal Planet
297643705079 , Olly Murs
21626405048 , Kid Rock
466097760401 , A QUE JUNTO 1,000,000 QUE CREAN QUE CRISTIANO RONALDO ES MEJOR QUE MESSI
55153101118 , Sri Sathya Sai Baba
124119160931672 , Newcastle United
58177708331 , Alessandra Amoroso
12375681162 , Pee Wee Gaskins
197997523559852 , Shah Rukh Khan
17452783116 , ATB
248372009915 , Cidade
64444137835 , Minnesota Vikings
106111954344 , WRCB Channel 3 Eyewitness News
82286648475 , Muscle Pharm
114288853688 , NBC Nightly News with Lester Holt
22433917219 , Oprah Winfrey
7766361077 , Nicolas Sarkozy
46104914520 , Cleveland Indians
351162218739 , Bharat Matrimony
94018172953 , Morning Express with Robin Meade
78986534109 , Beats by Dre
101236266585073 , ??? The Star
63564314363 , WSYX ABC 6
129047777209815 , Tom Daley
56110125924 , Lilly Goodman
17729777319 , Houston Rockets
151274568227715 , The British Monarchy
20114386235 , WOOD TV8
40027521936 , NCIS
61511025427 , Taste of Home
102042542297 , Arizona Cardinals
114264528738492 , BOCA
54172246106 , Rand Paul
112955302090771 , Sunday Night Football on NBC
34558408771 , Toronto Blue Jays
90229869376 , Sainsbury's
162625492360 , Michele Bachmann
61614240588 , Jeffree Star
410027394324 , VfB Stuttgart 1893 e.V.
92162515296 , Marco Antonio Solis
17533674381 , Ronda Rousey
298166859034 , Orange
15337298386 , The Catholic Company
97212224368 , CNBC
13427984738 , Hell's Kitchen
73756409831 , Yahoo Movies
115332808485663 , Microsoft Lumia
115017781699 , Michael Berry
296776494710 , Onision
31881783642 , NBA on ESPN
73304591159 , Food Inc
12867380644 , Booba
301085943688 , Words With Friends
134837548388 , ShopAtHome.com
115673336230 , New York Jets
58643286604 , Russell Westbrook
94421890077 , New York Mets
114200373938 , KOAA 5
115496826818 , Pawn Stars on History
105230856200588 , BIGBANG
16801589212 , HGTV
50965406661 , Kandee Johnson
96714650535 , Adana
57166781694 , MLB Network
347693335262 , Damarc?lar?n Mekan?
14104316802 , PlayStation
137813949590992 , Steven william umboh
182392794597 , Cricketwallah
121907691167366 , Greyson Chance
266342134795 , LEGENDÁRIOS
357274534427476 , Coca-Cola Zero
103713819783 , Mister You
7336390746 , Tattoos and Tattoo Art
105630772128 , Kyle Busch
160548623978469 , Irfan Bachdim
188836614470252 , Anderson 'The Spider' Silva
35021957015 , Kevin Aprilio
120090920347 , ArabGT.com
133050900044266 , Pastor Chris Live
180774635291325 , Transformers
312128074436 , in.com
8816160747 , America's Next Top Model
48160623614 , Australian Open
48382669205 , JAY Z
142603419139653 , Michael Vick
207846693691 , Idris Elba
79728204406 , Philip DeFranco
17877463756 , Verragio Engagement Rings and Wedding Bands
122366544456362 , Aircel India
10434435347 , Timbaland
219643781416878 , Rio Ferdinand
106764142756920 , Bow Wow
62826981010 , Project 9-6-1
5718758966 , Gizmodo
90662953642 , WTAE-TV Pittsburgh
143141079033737 , Maybelline New York India
5803783606 , Vanessa Hudgens
13848807575 , Razer
207730000664 , Michael Yon
61768923495 , 48 Hours
87132269610 , Miami Dolphins
182919686769 , The Daily Caller
99423386070 , Florida Gators
50521001748 , Z104
496921555018 , NOOK
31772462827 , RuPaul's Drag Race
183061765108606 , A.N.N | ???? ?????? ?????????
151476056139 , Neo Sports Network
10714086302 , Saturday Night Live
119187564568 , WPSD-TV
48418888627 , Attack of the Show
147753419266 , 86????
56381779049 , Pepsi
170473136030 , FOX19
359772106595 , Primer Impacto
136343883058494 , David Venable QVC
126545588322 , Rob Zombie
193926289498 , Cafe Coffee Day
148260880456 , KARE 11
90520432292 , Mama Mary
36991259980 , Bandra Worli Sea Link
140731500326 , Mad Men
252146739054 , Kotex Dunia Cewe
153850792944 , MAXINE
10109514234 , CHANEL
16065410879 , Culver's
66948095086 , La Cáscara & LaCascara.TV
84917688371 , Cartoon Network
314138619605 , I ? Taylor Swift
382085809472 , Bandamax
13741315881 , Esteghlal FC
76683931440 , Parazit???????
52080148450 , New Jersey 101.5
158327744441 , El Show De Piolin
119702488081975 , Skrillex
108001241665 , Tyler Ward
105463901749 , Cup Of Joe For A Joe
210591160618 , Farmville Freak
169141232614 , Bored.com
175461263128 , Big Time Rush
111744862223 , Carol's Daughter
110712492279203 , ?????? ??? ????? - Ultras Abo Ellif
43749557283 , Bambang Pamungkas
141282479259004 , MAGGI
8696281132 , Six Flags
118514594886257 , A Todo Ritmo
8328166412 , Hank Williams Jr.
333387460995 , EA SPORTS NHL
177606331744 , Star World
69354316647 , Pastor Jamal Bryant
144586372244591 , Jeydon Wale
103249601396 , Royal Caribbean International
7890746076 , Keith Urban
273795515772 , KLM
157297534291370 , Adoro Joder¡¡¡¡¡¡¡¡
271042954725 , Laura Ingraham
219903445632 , Scene girls ™
20669912712 , Arsenal
62408869112 , KARK 4 News
16179605558 , Skyrock
35098570694 , Dory
158307244279033 , Emirates
116502858391466 , Positively Positive
16547831022 , Xbox
25248416044 , WHNT News 19
97452840996 , Maxwell
102055561963 , X Games
211722020060 , COLORS TV
31160214090 , ABC7NY
27197947272 , Keri Hilson
18226927030 , Live Nation
136945152990155 , BlackBerry
24674986856 , Michael Moore
72274029346 , WEAR ABC 3 News, Pensacola
68793499001 , UNICEF
7709052329 , Megadeth
73108509942 , Batik Indonesia
177459179245 , Eva Longoria
19855571496 , LMFAO
35345841128 , Un Nuevo Día
103875928533 , Alejandro Sanz
56053548644 , FOX 4 News Kansas City
158400003723 , I Love Christmas
64742342517 , John Hagee Ministries
150047735059458 , Teen Wolf
272305396124463 , Alguem Disse Na TV
11455644806 , Snoop Dogg
202833988470 , Goal USA
167633226631991 , Hugh Jackman
114640642501 , Crosscards.com
38596231839 , St. Louis Cardinals
100352916677659 , Cebu Pacific Air
35313373389 , Sony Mobile
107725134748 , Suicide Silence
48842713792 , Casting Crowns
108905269168364 , Conan O'Brien Presents: Team Coco
143275732633 , Black Women "DO" Workout!
39114729405 , KUTV 2News
12048951730 , Papa Roach
114945745226947 , The Last Word With Lawrence O'Donnell
